sex,age_band,year,count,src
Men,20-24,2014,0,observed
Men,25-29,2014,0,observed
Men,30-34,2014,0,observed
Men,35-39,2014,0,observed
Men,40-44,2014,0,observed
Men,45-49,2014,2,observed
Men,5-9,2014,0,observed
Men,50-54,2014,0,observed
Men,55-59,2014,0,observed
Men,60-64,2014,1,observed
Men,65-69,2014,4,observed
Men,70-74,2014,0,observed
Men,75-79,2014,2,observed
Men,<5yr,2014,0,observed
Men,>=80,2014,0,observed
Women,10-14,2014,0,observed
Women,15-19,2014,0,observed
Women,20-24,2014,0,observed
Women,25-29,2014,0,observed
Women,30-34,2014,0,observed
Women,35-39,2014,0,observed
Women,40-44,2014,1,observed
Women,45-49,2014,1,observed
Women,5-9,2014,0,observed
Women,50-54,2014,1,observed
Women,55-59,2014,0,observed
Women,60-64,2014,0,observed
Women,65-69,2014,1,observed
Women,70-74,2014,0,observed
Women,75-79,2014,0,observed
Women,<5yr,2014,0,observed
Women,>=80,2014,0,observed
Men,10-14,2015,0,observed
Men,15-19,2015,0,observed
Men,20-24,2015,0,observed
Men,25-29,2015,0,observed
Men,30-34,2015,0,observed
Men,35-39,2015,0,observed
Men,40-44,2015,0,observed
Men,45-49,2015,1,observed
Men,5-9,2015,0,observed
Men,50-54,2015,4,observed
Men,55-59,2015,1,observed
Men,60-64,2015,3,observed
Men,65-69,2015,0,observed
Men,70-74,2015,0,observed
Men,75-79,2015,2,observed
Men,<5yr,2015,0,observed
Men,>=80,2015,1,observed
Women,10-14,2015,0,observed
Women,15-19,2015,0,observed
Women,20-24,2015,0,observed
Women,25-29,2015,1,observed
Women,30-34,2015,0,observed
Women,35-39,2015,0,observed
Women,40-44,2015,1,observed
Women,45-49,2015,0,observed
Women,5-9,2015,0,observed
Women,50-54,2015,1,observed
Women,55-59,2015,0,observed
Women,60-64,2015,1,observed
Women,65-69,2015,1,observed
Women,70-74,2015,1,observed
Women,75-79,2015,0,observed
Women,<5yr,2015,0,observed
Women,>=80,2015,0,observed
Men,10-14,2016,0,observed
Men,15-19,2016,1,observed
Men,20-24,2016,1,observed
Men,25-29,2016,0,observed
Men,30-34,2016,0,observed
Men,35-39,2016,4,observed
Men,40-44,2016,3,observed
Men,45-49,2016,7,observed
Men,5-9,2016,0,observed
Men,50-54,2016,9,observed
Men,55-59,2016,16,observed
Men,60-64,2016,21,observed
Men,65-69,2016,6,observed
Men,70-74,2016,7,observed
Men,75-79,2016,12,observed
Men,<5yr,2016,0,observed
Men,>=80,2016,76,observed
Women,10-14,2016,0,observed
Women,15-19,2016,0,observed
Women,20-24,2016,0,observed
Women,25-29,2016,1,observed
Women,30-34,2016,0,observed
Women,35-39,2016,1,observed
Women,40-44,2016,1,observed
Women,45-49,2016,0,observed
Women,5-9,2016,0,observed
Women,50-54,2016,2,observed
Women,55-59,2016,5,observed
Women,60-64,2016,9,observed
Women,65-69,2016,7,observed
Women,70-74,2016,12,observed
Women,75-79,2016,9,observed
Women,<5yr,2016,0,observed
Women,>=80,2016,6,observed
Men,10-14,2017,0,observed
Men,15-19,2017,1,observed
Men,20-24,2017,0,observed
Men,25-29,2017,2,observed
Men,30-34,2017,2,observed
Men,35-39,2017,2,observed
Men,40-44,2017,3,observed
Men,45-49,2017,4,observed
Men,5-9,2017,0,observed
Men,50-54,2017,12,observed
Men,55-59,2017,15,observed
Men,60-64,2017,24,observed
Men,65-69,2017,14,observed
Men,70-74,2017,10,observed
Men,75-79,2017,4,observed
Men,<5yr,2017,0,observed
Men,>=80,2017,81,observed
Women,10-14,2017,0,observed
Women,15-19,2017,0,observed
Women,20-24,2017,0,observed
Women,25-29,2017,0,observed
Women,30-34,2017,0,observed
Women,35-39,2017,0,observed
Women,40-44,2017,0,observed
Women,45-49,2017,1,observed
Women,5-9,2017,0,observed
Women,50-54,2017,1,observed
Women,55-59,2017,7,observed
Women,60-64,2017,7,observed
Women,65-69,2017,11,observed
Women,70-74,2017,19,observed
Women,75-79,2017,8,observed
Women,<5yr,2017,0,observed
Women,>=80,2017,9,observed
Men,10-14,2018,0,observed
Men,15-19,2018,0,observed
Men,20-24,2018,1,observed
Men,25-29,2018,2,observed
Men,30-34,2018,4,observed
Men,35-39,2018,3,observed
Men,40-44,2018,5,observed
Men,45-49,2018,6,observed
Men,5-9,2018,0,observed
Men,50-54,2018,6,observed
Men,55-59,2018,23,observed
Men,60-64,2018,18,observed
Men,65-69,2018,14,observed
Men,70-74,2018,17,observed
Men,75-79,2018,8,observed
Men,<5yr,2018,0,observed
Men,>=80,2018,92,observed
Women,10-14,2018,0,observed
Women,15-19,2018,0,observed
Women,20-24,2018,0,observed
Women,25-29,2018,0,observed
Women,30-34,2018,1,observed
Women,35-39,2018,0,observed
Women,40-44,2018,2,observed
Women,45-49,2018,1,observed
Women,5-9,2018,0,observed
Women,50-54,2018,1,observed
Women,55-59,2018,5,observed
Women,60-64,2018,14,observed
Women,65-69,2018,6,observed
Women,70-74,2018,8,observed
Women,75-79,2018,10,observed
Women,<5yr,2018,0,observed
Women,>=80,2018,7,observed
Men,10-14,2019,0,observed
Men,15-19,2019,1,observed
Men,20-24,2019,0,observed
Men,25-29,2019,1,observed
Men,30-34,2019,4,observed
Men,35-39,2019,7,observed
Men,40-44,2019,2,observed
Men,45-49,2019,5,observed
Men,5-9,2019,0,observed
Men,50-54,2019,11,observed
Men,55-59,2019,14,observed
Men,60-64,2019,25,observed
Men,65-69,2019,19,observed
Men,70-74,2019,7,observed
Men,75-79,2019,3,observed
Men,<5yr,2019,0,observed
Men,>=80,2019,88,observed
Women,10-14,2019,0,observed
Women,15-19,2019,0,observed
Women,20-24,2019,0,observed
Women,25-29,2019,0,observed
Women,30-34,2019,1,observed
Women,35-39,2019,0,observed
Women,40-44,2019,1,observed
Women,45-49,2019,3,observed
Women,5-9,2019,0,observed
Women,50-54,2019,2,observed
Women,55-59,2019,6,observed
Women,60-64,2019,11,observed
Women,65-69,2019,10,observed
Women,70-74,2019,12,observed
Women,75-79,2019,7,observed
Women,<5yr,2019,0,observed
Women,>=80,2019,5,observed
Men,10-14,2020,0,observed
Men,15-19,2020,3,observed
Men,20-24,2020,2,observed
Men,25-29,2020,0,observed
Men,30-34,2020,5,observed
Men,35-39,2020,2,observed
Men,40-44,2020,4,observed
Men,45-49,2020,10,observed
Men,5-9,2020,0,observed
Men,50-54,2020,10,observed
Men,55-59,2020,8,observed
Men,60-64,2020,9,observed
Men,65-69,2020,17,observed
Men,70-74,2020,11,observed
Men,75-79,2020,5,observed
Men,<5yr,2020,0,observed
Men,>=80,2020,73,observed
Women,10-14,2020,0,observed
Women,15-19,2020,0,observed
Women,20-24,2020,1,observed
Women,25-29,2020,0,observed
Women,30-34,2020,1,observed
Women,35-39,2020,1,observed
Women,40-44,2020,1,observed
Women,45-49,2020,3,observed
Women,5-9,2020,0,observed
Women,50-54,2020,1,observed
Women,55-59,2020,8,observed
Women,60-64,2020,8,observed
Women,65-69,2020,5,observed
Women,70-74,2020,11,observed
Women,75-79,2020,6,observed
Women,<5yr,2020,0,observed
Women,>=80,2020,3,observed
Men,10-14,2021,0,observed
Men,15-19,2021,2,observed
Men,20-24,2021,2,observed
Men,25-29,2021,2,observed
Men,30-34,2021,1,observed
Men,35-39,2021,3,observed
Men,40-44,2021,3,observed
Men,45-49,2021,3,observed
Men,5-9,2021,0,observed
Men,50-54,2021,8,observed
Men,55-59,2021,20,observed
Men,60-64,2021,16,observed
Men,65-69,2021,21,observed
Men,70-74,2021,13,observed
Men,75-79,2021,5,observed
Men,<5yr,2021,0,observed
Men,>=80,2021,86,observed
Women,10-14,2021,0,observed
Women,15-19,2021,0,observed
Women,20-24,2021,0,observed
Women,25-29,2021,0,observed
Women,30-34,2021,0,observed
Women,35-39,2021,0,observed
Women,40-44,2021,1,observed
Women,45-49,2021,1,observed
Women,5-9,2021,0,observed
Women,50-54,2021,1,observed
Women,55-59,2021,2,observed
Women,60-64,2021,13,observed
Women,65-69,2021,9,observed
Women,70-74,2021,9,observed
Women,75-79,2021,8,observed
Women,<5yr,2021,0,observed
Women,>=80,2021,1,observed
Men,10-14,2022,0,observed
Men,15-19,2022,0,observed
Men,20-24,2022,1,observed
Men,25-29,2022,2,observed
Men,30-34,2022,1,observed
Men,35-39,2022,3,observed
Men,40-44,2022,3,observed
Men,45-49,2022,7,observed
Men,5-9,2022,0,observed
Men,50-54,2022,10,observed
Men,55-59,2022,10,observed
Men,60-64,2022,14,observed
Men,65-69,2022,19,observed
Men,70-74,2022,23,observed
Men,75-79,2022,2,observed
Men,<5yr,2022,0,observed
Men,>=80,2022,87,observed
Women,10-14,2022,0,observed
Women,15-19,2022,0,observed
Women,20-24,2022,1,observed
Women,25-29,2022,0,observed
Women,30-34,2022,1,observed
Women,35-39,2022,0,observed
Women,40-44,2022,0,observed
Women,45-49,2022,1,observed
Women,5-9,2022,0,observed
Women,50-54,2022,6,observed
Women,55-59,2022,7,observed
Women,60-64,2022,9,observed
Women,65-69,2022,8,observed
Women,70-74,2022,20,observed
Women,75-79,2022,7,observed
Women,<5yr,2022,0,observed
Women,>=80,2022,3,observed
Men,10-14,2023,0,observed
Men,15-19,2023,1,observed
Men,20-24,2023,0,observed
Men,25-29,2023,2,observed
Men,30-34,2023,2,observed
Men,35-39,2023,3,observed
Men,40-44,2023,3,observed
Men,45-49,2023,7,observed
Men,5-9,2023,0,observed
Men,50-54,2023,7,observed
Men,55-59,2023,26,observed
Men,60-64,2023,20,observed
Men,65-69,2023,21,observed
Men,70-74,2023,15,observed
Men,75-79,2023,4,observed
Men,<5yr,2023,0,observed
Men,>=80,2023,99,observed
Women,10-14,2023,0,observed
Women,15-19,2023,0,observed
Women,20-24,2023,0,observed
Women,25-29,2023,1,observed
Women,30-34,2023,1,observed
Women,35-39,2023,2,observed
Women,40-44,2023,0,observed
Women,45-49,2023,3,observed
Women,5-9,2023,0,observed
Women,50-54,2023,3,observed
Women,55-59,2023,2,observed
Women,60-64,2023,11,observed
Women,65-69,2023,13,observed
Women,70-74,2023,13,observed
Women,75-79,2023,3,observed
Women,<5yr,2023,0,observed
Women,>=80,2023,2,observed
Men,10-14,2024,0,observed
Men,15-19,2024,0,observed
Men,20-24,2024,1,observed
Men,25-29,2024,1,observed
Men,30-34,2024,4,observed
Men,35-39,2024,0,observed
Men,40-44,2024,7,observed
Men,45-49,2024,4,observed
Men,5-9,2024,0,observed
Men,50-54,2024,13,observed
Men,55-59,2024,14,observed
Men,60-64,2024,28,observed
Men,65-69,2024,28,observed
Men,70-74,2024,18,observed
Men,75-79,2024,12,observed
Men,<5yr,2024,0,observed
Men,>=80,2024,118,observed
Women,10-14,2024,0,observed
Women,15-19,2024,0,observed
Women,20-24,2024,1,observed
Women,25-29,2024,0,observed
Women,30-34,2024,0,observed
Women,35-39,2024,0,observed
Women,40-44,2024,1,observed
Women,45-49,2024,1,observed
Women,5-9,2024,0,observed
Women,50-54,2024,4,observed
Women,55-59,2024,8,observed
Women,60-64,2024,8,observed
Women,65-69,2024,11,observed
Women,70-74,2024,19,observed
Women,75-79,2024,11,observed
Women,<5yr,2024,0,observed
Women,>=80,2024,14,observed
U,<5yr,2025,64,extrap
U,5-9,2025,62,extrap
U,10-14,2025,60,extrap
U,15-19,2025,83,extrap
U,20-24,2025,139,extrap
U,25-29,2025,163,extrap
U,30-34,2025,159,extrap
U,35-39,2025,138,extrap
U,40-44,2025,119,extrap
U,45-49,2025,104,extrap
U,50-54,2025,98,extrap
U,55-59,2025,88,extrap
U,60-64,2025,87,extrap
U,65-69,2025,77,extrap
U,70-74,2025,61,extrap
U,75-79,2025,43,extrap
U,>=80,2025,44,extrap
U,<5yr,2026,58,extrap
U,5-9,2026,55,extrap
U,10-14,2026,54,extrap
U,15-19,2026,67,extrap
U,20-24,2026,117,extrap
U,25-29,2026,145,extrap
U,30-34,2026,145,extrap
U,35-39,2026,129,extrap
U,40-44,2026,108,extrap
U,45-49,2026,96,extrap
U,50-54,2026,89,extrap
U,55-59,2026,80,extrap
U,60-64,2026,78,extrap
U,65-69,2026,71,extrap
U,70-74,2026,57,extrap
U,75-79,2026,42,extrap
U,>=80,2026,41,extrap
U,<5yr,2027,53,extrap
U,5-9,2027,49,extrap
U,10-14,2027,49,extrap
U,15-19,2027,54,extrap
U,20-24,2027,97,extrap
U,25-29,2027,126,extrap
U,30-34,2027,129,extrap
U,35-39,2027,119,extrap
U,40-44,2027,98,extrap
U,45-49,2027,87,extrap
U,50-54,2027,80,extrap
U,55-59,2027,72,extrap
U,60-64,2027,69,extrap
U,65-69,2027,64,extrap
U,70-74,2027,53,extrap
U,75-79,2027,39,extrap
U,>=80,2027,40,extrap
U,<5yr,2028,48,extrap
U,5-9,2028,44,extrap
U,10-14,2028,43,extrap
U,15-19,2028,45,extrap
U,20-24,2028,79,extrap
U,25-29,2028,109,extrap
U,30-34,2028,114,extrap
U,35-39,2028,108,extrap
U,40-44,2028,89,extrap
U,45-49,2028,79,extrap
U,50-54,2028,71,extrap
U,55-59,2028,65,extrap
U,60-64,2028,61,extrap
U,65-69,2028,57,extrap
U,70-74,2028,48,extrap
U,75-79,2028,36,extrap
U,>=80,2028,38,extrap
U,<5yr,2029,42,extrap
U,5-9,2029,39,extrap
U,10-14,2029,38,extrap
U,15-19,2029,39,extrap
U,20-24,2029,63,extrap
U,25-29,2029,93,extrap
U,30-34,2029,100,extrap
U,35-39,2029,96,extrap
U,40-44,2029,81,extrap
U,45-49,2029,71,extrap
U,50-54,2029,63,extrap
U,55-59,2029,59,extrap
U,60-64,2029,54,extrap
U,65-69,2029,51,extrap
U,70-74,2029,44,extrap
U,75-79,2029,33,extrap
U,>=80,2029,36,extrap
U,<5yr,2030,38,extrap
U,5-9,2030,35,extrap
U,10-14,2030,34,extrap
U,15-19,2030,34,extrap
U,20-24,2030,51,extrap
U,25-29,2030,78,extrap
U,30-34,2030,88,extrap
U,35-39,2030,86,extrap
U,40-44,2030,75,extrap
U,45-49,2030,64,extrap
U,50-54,2030,56,extrap
U,55-59,2030,53,extrap
U,60-64,2030,47,extrap
U,65-69,2030,45,extrap
U,70-74,2030,40,extrap
U,75-79,2030,30,extrap
U,>=80,2030,34,extrap
U,<5yr,2031,34,extrap
U,5-9,2031,32,extrap
U,10-14,2031,30,extrap
U,15-19,2031,30,extrap
U,20-24,2031,41,extrap
U,25-29,2031,65,extrap
U,30-34,2031,77,extrap
U,35-39,2031,77,extrap
U,40-44,2031,69,extrap
U,45-49,2031,58,extrap
U,50-54,2031,51,extrap
U,55-59,2031,47,extrap
U,60-64,2031,42,extrap
U,65-69,2031,41,extrap
U,70-74,2031,36,extrap
U,75-79,2031,28,extrap
U,>=80,2031,32,extrap
U,<5yr,2032,30,extrap
U,5-9,2032,29,extrap
U,10-14,2032,27,extrap
U,15-19,2032,27,extrap
U,20-24,2032,34,extrap
U,25-29,2032,54,extrap
U,30-34,2032,68,extrap
U,35-39,2032,69,extrap
U,40-44,2032,64,extrap
U,45-49,2032,52,extrap
U,50-54,2032,47,extrap
U,55-59,2032,43,extrap
U,60-64,2032,38,extrap
U,65-69,2032,36,extrap
U,70-74,2032,33,extrap
U,75-79,2032,26,extrap
U,>=80,2032,31,extrap
U,<5yr,2033,27,extrap
U,5-9,2033,27,extrap
U,10-14,2033,24,extrap
U,15-19,2033,25,extrap
U,20-24,2033,29,extrap
U,25-29,2033,45,extrap
U,30-34,2033,60,extrap
U,35-39,2033,63,extrap
U,40-44,2033,59,extrap
U,45-49,2033,49,extrap
U,50-54,2033,43,extrap
U,55-59,2033,39,extrap
U,60-64,2033,35,extrap
U,65-69,2033,33,extrap
U,70-74,2033,30,extrap
U,75-79,2033,24,extrap
U,>=80,2033,30,extrap
U,<5yr,2034,24,extrap
U,5-9,2034,24,extrap
U,10-14,2034,23,extrap
U,15-19,2034,23,extrap
U,20-24,2034,26,extrap
U,25-29,2034,38,extrap
U,30-34,2034,53,extrap
U,35-39,2034,57,extrap
U,40-44,2034,55,extrap
U,45-49,2034,47,extrap
U,50-54,2034,41,extrap
U,55-59,2034,36,extrap
U,60-64,2034,33,extrap
U,65-69,2034,30,extrap
U,70-74,2034,28,extrap
U,75-79,2034,23,extrap
U,>=80,2034,29,extrap
U,<5yr,2035,22,extrap
U,5-9,2035,23,extrap
U,10-14,2035,22,extrap
U,15-19,2035,21,extrap
U,20-24,2035,24,extrap
U,25-29,2035,32,extrap
U,30-34,2035,47,extrap
U,35-39,2035,53,extrap
U,40-44,2035,52,extrap
U,45-49,2035,45,extrap
U,50-54,2035,39,extrap
U,55-59,2035,34,extrap
U,60-64,2035,32,extrap
U,65-69,2035,28,extrap
U,70-74,2035,26,extrap
U,75-79,2035,22,extrap
U,>=80,2035,29,extrap
U,<5yr,2036,21,extrap
U,5-9,2036,22,extrap
U,10-14,2036,21,extrap
U,15-19,2036,20,extrap
U,20-24,2036,23,extrap
U,25-29,2036,28,extrap
U,30-34,2036,42,extrap
U,35-39,2036,50,extrap
U,40-44,2036,50,extrap
U,45-49,2036,44,extrap
U,50-54,2036,37,extrap
U,55-59,2036,33,extrap
U,60-64,2036,30,extrap
U,65-69,2036,26,extrap
U,70-74,2036,25,extrap
U,75-79,2036,21,extrap
U,>=80,2036,29,extrap
U,<5yr,2037,19,extrap
U,5-9,2037,21,extrap
U,10-14,2037,20,extrap
U,15-19,2037,20,extrap
U,20-24,2037,22,extrap
U,25-29,2037,25,extrap
U,30-34,2037,38,extrap
U,35-39,2037,47,extrap
U,40-44,2037,48,extrap
U,45-49,2037,44,extrap
U,50-54,2037,36,extrap
U,55-59,2037,32,extrap
U,60-64,2037,29,extrap
U,65-69,2037,26,extrap
U,70-74,2037,24,extrap
U,75-79,2037,21,extrap
U,>=80,2037,29,extrap
U,<5yr,2038,18,extrap
U,5-9,2038,20,extrap
U,10-14,2038,20,extrap
U,15-19,2038,19,extrap
U,20-24,2038,21,extrap
U,25-29,2038,23,extrap
U,30-34,2038,34,extrap
U,35-39,2038,44,extrap
U,40-44,2038,47,extrap
U,45-49,2038,44,extrap
U,50-54,2038,36,extrap
U,55-59,2038,32,extrap
U,60-64,2038,28,extrap
U,65-69,2038,26,extrap
U,70-74,2038,23,extrap
U,75-79,2038,21,extrap
U,>=80,2038,30,extrap
U,<5yr,2039,17,extrap
U,5-9,2039,20,extrap
U,10-14,2039,20,extrap
U,15-19,2039,19,extrap
U,20-24,2039,21,extrap
U,25-29,2039,22,extrap
U,30-34,2039,30,extrap
U,35-39,2039,42,extrap
U,40-44,2039,45,extrap
U,45-49,2039,44,extrap
U,50-54,2039,37,extrap
U,55-59,2039,32,extrap
U,60-64,2039,28,extrap
U,65-69,2039,26,extrap
U,70-74,2039,23,extrap
U,75-79,2039,20,extrap
U,>=80,2039,31,extrap
U,<5yr,2040,16,extrap
U,5-9,2040,19,extrap
U,10-14,2040,20,extrap
U,15-19,2040,19,extrap
U,20-24,2040,21,extrap
U,25-29,2040,22,extrap
U,30-34,2040,27,extrap
U,35-39,2040,40,extrap
U,40-44,2040,45,extrap
U,45-49,2040,44,extrap
U,50-54,2040,38,extrap
U,55-59,2040,33,extrap
U,60-64,2040,28,extrap
U,65-69,2040,26,extrap
U,70-74,2040,23,extrap
U,75-79,2040,21,extrap
U,>=80,2040,32,extrap
U,<5yr,2041,16,extrap
U,5-9,2041,19,extrap
U,10-14,2041,20,extrap
U,15-19,2041,19,extrap
U,20-24,2041,21,extrap
U,25-29,2041,22,extrap
U,30-34,2041,25,extrap
U,35-39,2041,37,extrap
U,40-44,2041,45,extrap
U,45-49,2041,45,extrap
U,50-54,2041,40,extrap
U,55-59,2041,33,extrap
U,60-64,2041,29,extrap
U,65-69,2041,26,extrap
U,70-74,2041,23,extrap
U,75-79,2041,21,extrap
U,>=80,2041,33,extrap
U,<5yr,2042,15,extrap
U,5-9,2042,18,extrap
U,10-14,2042,20,extrap
U,15-19,2042,20,extrap
U,20-24,2042,21,extrap
U,25-29,2042,22,extrap
U,30-34,2042,23,extrap
U,35-39,2042,35,extrap
U,40-44,2042,44,extrap
U,45-49,2042,45,extrap
U,50-54,2042,42,extrap
U,55-59,2042,34,extrap
U,60-64,2042,30,extrap
U,65-69,2042,27,extrap
U,70-74,2042,24,extrap
U,75-79,2042,21,extrap
U,>=80,2042,35,extrap
U,<5yr,2043,15,extrap
U,5-9,2043,18,extrap
U,10-14,2043,20,extrap
U,15-19,2043,20,extrap
U,20-24,2043,22,extrap
U,25-29,2043,22,extrap
U,30-34,2043,22,extrap
U,35-39,2043,33,extrap
U,40-44,2043,44,extrap
U,45-49,2043,46,extrap
U,50-54,2043,43,extrap
U,55-59,2043,35,extrap
U,60-64,2043,31,extrap
U,65-69,2043,27,extrap
U,70-74,2043,24,extrap
U,75-79,2043,21,extrap
U,>=80,2043,37,extrap
U,<5yr,2044,14,extrap
U,5-9,2044,18,extrap
U,10-14,2044,20,extrap
U,15-19,2044,21,extrap
U,20-24,2044,22,extrap
U,25-29,2044,23,extrap
U,30-34,2044,22,extrap
U,35-39,2044,30,extrap
U,40-44,2044,43,extrap
U,45-49,2044,46,extrap
U,50-54,2044,44,extrap
U,55-59,2044,37,extrap
U,60-64,2044,32,extrap
U,65-69,2044,28,extrap
U,70-74,2044,25,extrap
U,75-79,2044,22,extrap
U,>=80,2044,38,extrap
U,<5yr,2045,14,extrap
U,5-9,2045,17,extrap
U,10-14,2045,20,extrap
U,15-19,2045,21,extrap
U,20-24,2045,23,extrap
U,25-29,2045,23,extrap
U,30-34,2045,22,extrap
U,35-39,2045,28,extrap
U,40-44,2045,41,extrap
U,45-49,2045,47,extrap
U,50-54,2045,46,extrap
U,55-59,2045,39,extrap
U,60-64,2045,33,extrap
U,65-69,2045,29,extrap
U,70-74,2045,26,extrap
U,75-79,2045,22,extrap
U,>=80,2045,40,extrap
U,<5yr,2046,14,extrap
U,5-9,2046,17,extrap
U,10-14,2046,20,extrap
U,15-19,2046,22,extrap
U,20-24,2046,23,extrap
U,25-29,2046,23,extrap
U,30-34,2046,22,extrap
U,35-39,2046,26,extrap
U,40-44,2046,39,extrap
U,45-49,2046,47,extrap
U,50-54,2046,47,extrap
U,55-59,2046,42,extrap
U,60-64,2046,34,extrap
U,65-69,2046,30,extrap
U,70-74,2046,27,extrap
U,75-79,2046,22,extrap
U,>=80,2046,42,extrap
U,<5yr,2047,14,extrap
U,5-9,2047,16,extrap
U,10-14,2047,20,extrap
U,15-19,2047,22,extrap
U,20-24,2047,24,extrap
U,25-29,2047,24,extrap
U,30-34,2047,23,extrap
U,35-39,2047,24,extrap
U,40-44,2047,37,extrap
U,45-49,2047,47,extrap
U,50-54,2047,48,extrap
U,55-59,2047,44,extrap
U,60-64,2047,36,extrap
U,65-69,2047,31,extrap
U,70-74,2047,27,extrap
U,75-79,2047,23,extrap
U,>=80,2047,44,extrap
U,<5yr,2048,14,extrap
U,5-9,2048,16,extrap
U,10-14,2048,20,extrap
U,15-19,2048,22,extrap
U,20-24,2048,25,extrap
U,25-29,2048,24,extrap
U,30-34,2048,23,extrap
U,35-39,2048,23,extrap
U,40-44,2048,35,extrap
U,45-49,2048,46,extrap
U,50-54,2048,49,extrap
U,55-59,2048,46,extrap
U,60-64,2048,38,extrap
U,65-69,2048,33,extrap
U,70-74,2048,28,extrap
U,75-79,2048,24,extrap
U,>=80,2048,45,extrap
U,<5yr,2049,14,extrap
U,5-9,2049,16,extrap
U,10-14,2049,19,extrap
U,15-19,2049,22,extrap
U,20-24,2049,26,extrap
U,25-29,2049,25,extrap
U,30-34,2049,24,extrap
U,35-39,2049,23,extrap
U,40-44,2049,32,extrap
U,45-49,2049,46,extrap
U,50-54,2049,50,extrap
U,55-59,2049,47,extrap
U,60-64,2049,40,extrap
U,65-69,2049,34,extrap
U,70-74,2049,29,extrap
U,75-79,2049,25,extrap
U,>=80,2049,47,extrap
U,<5yr,2050,14,extrap
U,5-9,2050,15,extrap
U,10-14,2050,19,extrap
U,15-19,2050,22,extrap
U,20-24,2050,26,extrap
U,25-29,2050,26,extrap
U,30-34,2050,25,extrap
U,35-39,2050,23,extrap
U,40-44,2050,30,extrap
U,45-49,2050,44,extrap
U,50-54,2050,50,extrap
U,55-59,2050,49,extrap
U,60-64,2050,42,extrap
U,65-69,2050,36,extrap
U,70-74,2050,30,extrap
U,75-79,2050,26,extrap
U,>=80,2050,49,extrap
