sex,age_band,year,count,src
Men,20-24,2014,0,observed
Men,25-29,2014,0,observed
Men,30-34,2014,0,observed
Men,35-39,2014,0,observed
Men,40-44,2014,0,observed
Men,45-49,2014,0,observed
Men,5-9,2014,0,observed
Men,50-54,2014,0,observed
Men,55-59,2014,2,observed
Men,60-64,2014,2,observed
Men,65-69,2014,1,observed
Men,70-74,2014,4,observed
Men,75-79,2014,7,observed
Men,<5yr,2014,0,observed
Men,>=80,2014,13,observed
Women,10-14,2014,0,observed
Women,15-19,2014,0,observed
Women,20-24,2014,0,observed
Women,25-29,2014,0,observed
Women,30-34,2014,0,observed
Women,35-39,2014,0,observed
Women,40-44,2014,0,observed
Women,45-49,2014,0,observed
Women,5-9,2014,0,observed
Women,50-54,2014,0,observed
Women,55-59,2014,0,observed
Women,60-64,2014,0,observed
Women,65-69,2014,2,observed
Women,70-74,2014,2,observed
Women,75-79,2014,2,observed
Women,<5yr,2014,0,observed
Women,>=80,2014,8,observed
Men,10-14,2015,0,observed
Men,15-19,2015,0,observed
Men,20-24,2015,0,observed
Men,25-29,2015,0,observed
Men,30-34,2015,0,observed
Men,35-39,2015,0,observed
Men,40-44,2015,0,observed
Men,45-49,2015,1,observed
Men,5-9,2015,0,observed
Men,50-54,2015,0,observed
Men,55-59,2015,1,observed
Men,60-64,2015,1,observed
Men,65-69,2015,1,observed
Men,70-74,2015,1,observed
Men,75-79,2015,3,observed
Men,<5yr,2015,0,observed
Men,>=80,2015,13,observed
Women,10-14,2015,0,observed
Women,15-19,2015,0,observed
Women,20-24,2015,0,observed
Women,25-29,2015,0,observed
Women,30-34,2015,0,observed
Women,35-39,2015,0,observed
Women,40-44,2015,0,observed
Women,45-49,2015,0,observed
Women,5-9,2015,0,observed
Women,50-54,2015,0,observed
Women,55-59,2015,1,observed
Women,60-64,2015,1,observed
Women,65-69,2015,4,observed
Women,70-74,2015,4,observed
Women,75-79,2015,2,observed
Women,<5yr,2015,0,observed
Women,>=80,2015,11,observed
Men,10-14,2016,0,observed
Men,15-19,2016,0,observed
Men,20-24,2016,0,observed
Men,25-29,2016,0,observed
Men,30-34,2016,0,observed
Men,35-39,2016,0,observed
Men,40-44,2016,0,observed
Men,45-49,2016,0,observed
Men,5-9,2016,0,observed
Men,50-54,2016,1,observed
Men,55-59,2016,0,observed
Men,60-64,2016,0,observed
Men,65-69,2016,1,observed
Men,70-74,2016,2,observed
Men,75-79,2016,2,observed
Men,<5yr,2016,0,observed
Men,>=80,2016,18,observed
Women,10-14,2016,0,observed
Women,15-19,2016,0,observed
Women,20-24,2016,0,observed
Women,25-29,2016,0,observed
Women,30-34,2016,0,observed
Women,35-39,2016,0,observed
Women,40-44,2016,0,observed
Women,45-49,2016,0,observed
Women,5-9,2016,0,observed
Women,50-54,2016,0,observed
Women,55-59,2016,2,observed
Women,60-64,2016,1,observed
Women,65-69,2016,1,observed
Women,70-74,2016,5,observed
Women,75-79,2016,6,observed
Women,<5yr,2016,0,observed
Women,>=80,2016,13,observed
Men,10-14,2017,0,observed
Men,15-19,2017,0,observed
Men,20-24,2017,0,observed
Men,25-29,2017,0,observed
Men,30-34,2017,0,observed
Men,35-39,2017,0,observed
Men,40-44,2017,0,observed
Men,45-49,2017,0,observed
Men,5-9,2017,0,observed
Men,50-54,2017,1,observed
Men,55-59,2017,1,observed
Men,60-64,2017,1,observed
Men,65-69,2017,2,observed
Men,70-74,2017,2,observed
Men,75-79,2017,7,observed
Men,<5yr,2017,0,observed
Men,>=80,2017,13,observed
Women,10-14,2017,0,observed
Women,15-19,2017,0,observed
Women,20-24,2017,0,observed
Women,25-29,2017,0,observed
Women,30-34,2017,0,observed
Women,35-39,2017,1,observed
Women,40-44,2017,0,observed
Women,45-49,2017,0,observed
Women,5-9,2017,0,observed
Women,50-54,2017,0,observed
Women,55-59,2017,0,observed
Women,60-64,2017,2,observed
Women,65-69,2017,6,observed
Women,70-74,2017,9,observed
Women,75-79,2017,7,observed
Women,<5yr,2017,0,observed
Women,>=80,2017,15,observed
Men,10-14,2018,0,observed
Men,15-19,2018,0,observed
Men,20-24,2018,0,observed
Men,25-29,2018,0,observed
Men,30-34,2018,0,observed
Men,35-39,2018,0,observed
Men,40-44,2018,0,observed
Men,45-49,2018,0,observed
Men,5-9,2018,0,observed
Men,50-54,2018,0,observed
Men,55-59,2018,0,observed
Men,60-64,2018,1,observed
Men,65-69,2018,2,observed
Men,70-74,2018,7,observed
Men,75-79,2018,4,observed
Men,<5yr,2018,0,observed
Men,>=80,2018,29,observed
Women,10-14,2018,0,observed
Women,15-19,2018,0,observed
Women,20-24,2018,0,observed
Women,25-29,2018,0,observed
Women,30-34,2018,0,observed
Women,35-39,2018,0,observed
Women,40-44,2018,0,observed
Women,45-49,2018,0,observed
Women,5-9,2018,0,observed
Women,50-54,2018,0,observed
Women,55-59,2018,0,observed
Women,60-64,2018,2,observed
Women,65-69,2018,1,observed
Women,70-74,2018,8,observed
Women,75-79,2018,6,observed
Women,<5yr,2018,0,observed
Women,>=80,2018,16,observed
Men,10-14,2019,0,observed
Men,15-19,2019,0,observed
Men,20-24,2019,0,observed
Men,25-29,2019,0,observed
Men,30-34,2019,0,observed
Men,35-39,2019,0,observed
Men,40-44,2019,0,observed
Men,45-49,2019,0,observed
Men,5-9,2019,0,observed
Men,50-54,2019,1,observed
Men,55-59,2019,0,observed
Men,60-64,2019,2,observed
Men,65-69,2019,4,observed
Men,70-74,2019,5,observed
Men,75-79,2019,7,observed
Men,<5yr,2019,0,observed
Men,>=80,2019,15,observed
Women,10-14,2019,0,observed
Women,15-19,2019,0,observed
Women,20-24,2019,0,observed
Women,25-29,2019,0,observed
Women,30-34,2019,0,observed
Women,35-39,2019,0,observed
Women,40-44,2019,0,observed
Women,45-49,2019,0,observed
Women,5-9,2019,0,observed
Women,50-54,2019,0,observed
Women,55-59,2019,0,observed
Women,60-64,2019,1,observed
Women,65-69,2019,1,observed
Women,70-74,2019,6,observed
Women,75-79,2019,6,observed
Women,<5yr,2019,0,observed
Women,>=80,2019,22,observed
Men,10-14,2020,0,observed
Men,15-19,2020,0,observed
Men,20-24,2020,0,observed
Men,25-29,2020,0,observed
Men,30-34,2020,0,observed
Men,35-39,2020,0,observed
Men,40-44,2020,0,observed
Men,45-49,2020,0,observed
Men,5-9,2020,0,observed
Men,50-54,2020,1,observed
Men,55-59,2020,1,observed
Men,60-64,2020,1,observed
Men,65-69,2020,5,observed
Men,70-74,2020,7,observed
Men,75-79,2020,7,observed
Men,<5yr,2020,0,observed
Men,>=80,2020,27,observed
Women,10-14,2020,0,observed
Women,15-19,2020,0,observed
Women,20-24,2020,0,observed
Women,25-29,2020,0,observed
Women,30-34,2020,1,observed
Women,35-39,2020,0,observed
Women,40-44,2020,0,observed
Women,45-49,2020,0,observed
Women,5-9,2020,0,observed
Women,50-54,2020,0,observed
Women,55-59,2020,1,observed
Women,60-64,2020,3,observed
Women,65-69,2020,4,observed
Women,70-74,2020,8,observed
Women,75-79,2020,11,observed
Women,<5yr,2020,0,observed
Women,>=80,2020,18,observed
Men,10-14,2021,0,observed
Men,15-19,2021,0,observed
Men,20-24,2021,0,observed
Men,25-29,2021,0,observed
Men,30-34,2021,0,observed
Men,35-39,2021,0,observed
Men,40-44,2021,0,observed
Men,45-49,2021,0,observed
Men,5-9,2021,0,observed
Men,50-54,2021,0,observed
Men,55-59,2021,3,observed
Men,60-64,2021,3,observed
Men,65-69,2021,4,observed
Men,70-74,2021,8,observed
Men,75-79,2021,9,observed
Men,<5yr,2021,0,observed
Men,>=80,2021,28,observed
Women,10-14,2021,0,observed
Women,15-19,2021,0,observed
Women,20-24,2021,0,observed
Women,25-29,2021,0,observed
Women,30-34,2021,0,observed
Women,35-39,2021,0,observed
Women,40-44,2021,1,observed
Women,45-49,2021,0,observed
Women,5-9,2021,0,observed
Women,50-54,2021,1,observed
Women,55-59,2021,2,observed
Women,60-64,2021,1,observed
Women,65-69,2021,7,observed
Women,70-74,2021,12,observed
Women,75-79,2021,12,observed
Women,<5yr,2021,0,observed
Women,>=80,2021,28,observed
Men,10-14,2022,0,observed
Men,15-19,2022,0,observed
Men,20-24,2022,0,observed
Men,25-29,2022,0,observed
Men,30-34,2022,0,observed
Men,35-39,2022,0,observed
Men,40-44,2022,0,observed
Men,45-49,2022,0,observed
Men,5-9,2022,0,observed
Men,50-54,2022,0,observed
Men,55-59,2022,1,observed
Men,60-64,2022,2,observed
Men,65-69,2022,5,observed
Men,70-74,2022,17,observed
Men,75-79,2022,11,observed
Men,<5yr,2022,0,observed
Men,>=80,2022,24,observed
Women,10-14,2022,0,observed
Women,15-19,2022,0,observed
Women,20-24,2022,0,observed
Women,25-29,2022,0,observed
Women,30-34,2022,0,observed
Women,35-39,2022,0,observed
Women,40-44,2022,0,observed
Women,45-49,2022,0,observed
Women,5-9,2022,0,observed
Women,50-54,2022,0,observed
Women,55-59,2022,0,observed
Women,60-64,2022,1,observed
Women,65-69,2022,4,observed
Women,70-74,2022,12,observed
Women,75-79,2022,19,observed
Women,<5yr,2022,0,observed
Women,>=80,2022,25,observed
Men,10-14,2023,0,observed
Men,15-19,2023,0,observed
Men,20-24,2023,0,observed
Men,25-29,2023,0,observed
Men,30-34,2023,0,observed
Men,35-39,2023,0,observed
Men,40-44,2023,0,observed
Men,45-49,2023,0,observed
Men,5-9,2023,0,observed
Men,50-54,2023,0,observed
Men,55-59,2023,0,observed
Men,60-64,2023,2,observed
Men,65-69,2023,6,observed
Men,70-74,2023,12,observed
Men,75-79,2023,24,observed
Men,<5yr,2023,0,observed
Men,>=80,2023,24,observed
Women,10-14,2023,0,observed
Women,15-19,2023,0,observed
Women,20-24,2023,0,observed
Women,25-29,2023,0,observed
Women,30-34,2023,0,observed
Women,35-39,2023,0,observed
Women,40-44,2023,0,observed
Women,45-49,2023,0,observed
Women,5-9,2023,0,observed
Women,50-54,2023,0,observed
Women,55-59,2023,0,observed
Women,60-64,2023,2,observed
Women,65-69,2023,8,observed
Women,70-74,2023,13,observed
Women,75-79,2023,15,observed
Women,<5yr,2023,0,observed
Women,>=80,2023,22,observed
Men,10-14,2024,0,observed
Men,15-19,2024,0,observed
Men,20-24,2024,0,observed
Men,25-29,2024,0,observed
Men,30-34,2024,0,observed
Men,35-39,2024,0,observed
Men,40-44,2024,0,observed
Men,45-49,2024,0,observed
Men,5-9,2024,0,observed
Men,50-54,2024,0,observed
Men,55-59,2024,2,observed
Men,60-64,2024,3,observed
Men,65-69,2024,11,observed
Men,70-74,2024,10,observed
Men,75-79,2024,26,observed
Men,<5yr,2024,0,observed
Men,>=80,2024,31,observed
Women,10-14,2024,0,observed
Women,15-19,2024,0,observed
Women,20-24,2024,0,observed
Women,25-29,2024,0,observed
Women,30-34,2024,0,observed
Women,35-39,2024,0,observed
Women,40-44,2024,0,observed
Women,45-49,2024,1,observed
Women,5-9,2024,0,observed
Women,50-54,2024,0,observed
Women,55-59,2024,2,observed
Women,60-64,2024,1,observed
Women,65-69,2024,11,observed
Women,70-74,2024,13,observed
Women,75-79,2024,17,observed
Women,<5yr,2024,0,observed
Women,>=80,2024,15,observed
U,<5yr,2025,5,extrap
U,5-9,2025,5,extrap
U,10-14,2025,5,extrap
U,15-19,2025,7,extrap
U,20-24,2025,12,extrap
U,25-29,2025,13,extrap
U,30-34,2025,13,extrap
U,35-39,2025,11,extrap
U,40-44,2025,10,extrap
U,45-49,2025,9,extrap
U,50-54,2025,8,extrap
U,55-59,2025,7,extrap
U,60-64,2025,7,extrap
U,65-69,2025,6,extrap
U,70-74,2025,5,extrap
U,75-79,2025,4,extrap
U,>=80,2025,4,extrap
U,<5yr,2026,6,extrap
U,5-9,2026,5,extrap
U,10-14,2026,5,extrap
U,15-19,2026,6,extrap
U,20-24,2026,11,extrap
U,25-29,2026,14,extrap
U,30-34,2026,14,extrap
U,35-39,2026,12,extrap
U,40-44,2026,10,extrap
U,45-49,2026,9,extrap
U,50-54,2026,9,extrap
U,55-59,2026,8,extrap
U,60-64,2026,8,extrap
U,65-69,2026,7,extrap
U,70-74,2026,6,extrap
U,75-79,2026,4,extrap
U,>=80,2026,4,extrap
U,<5yr,2027,6,extrap
U,5-9,2027,6,extrap
U,10-14,2027,6,extrap
U,15-19,2027,6,extrap
U,20-24,2027,11,extrap
U,25-29,2027,15,extrap
U,30-34,2027,15,extrap
U,35-39,2027,14,extrap
U,40-44,2027,11,extrap
U,45-49,2027,10,extrap
U,50-54,2027,9,extrap
U,55-59,2027,8,extrap
U,60-64,2027,8,extrap
U,65-69,2027,7,extrap
U,70-74,2027,6,extrap
U,75-79,2027,4,extrap
U,>=80,2027,5,extrap
U,<5yr,2028,6,extrap
U,5-9,2028,6,extrap
U,10-14,2028,6,extrap
U,15-19,2028,6,extrap
U,20-24,2028,11,extrap
U,25-29,2028,15,extrap
U,30-34,2028,15,extrap
U,35-39,2028,15,extrap
U,40-44,2028,12,extrap
U,45-49,2028,11,extrap
U,50-54,2028,10,extrap
U,55-59,2028,9,extrap
U,60-64,2028,8,extrap
U,65-69,2028,8,extrap
U,70-74,2028,6,extrap
U,75-79,2028,5,extrap
U,>=80,2028,5,extrap
U,<5yr,2029,7,extrap
U,5-9,2029,6,extrap
U,10-14,2029,6,extrap
U,15-19,2029,6,extrap
U,20-24,2029,10,extrap
U,25-29,2029,15,extrap
U,30-34,2029,16,extrap
U,35-39,2029,16,extrap
U,40-44,2029,13,extrap
U,45-49,2029,12,extrap
U,50-54,2029,10,extrap
U,55-59,2029,10,extrap
U,60-64,2029,9,extrap
U,65-69,2029,8,extrap
U,70-74,2029,7,extrap
U,75-79,2029,5,extrap
U,>=80,2029,6,extrap
U,<5yr,2030,7,extrap
U,5-9,2030,7,extrap
U,10-14,2030,6,extrap
U,15-19,2030,6,extrap
U,20-24,2030,10,extrap
U,25-29,2030,15,extrap
U,30-34,2030,17,extrap
U,35-39,2030,17,extrap
U,40-44,2030,14,extrap
U,45-49,2030,12,extrap
U,50-54,2030,11,extrap
U,55-59,2030,10,extrap
U,60-64,2030,9,extrap
U,65-69,2030,9,extrap
U,70-74,2030,8,extrap
U,75-79,2030,6,extrap
U,>=80,2030,7,extrap
U,<5yr,2031,8,extrap
U,5-9,2031,7,extrap
U,10-14,2031,7,extrap
U,15-19,2031,7,extrap
U,20-24,2031,9,extrap
U,25-29,2031,15,extrap
U,30-34,2031,17,extrap
U,35-39,2031,18,extrap
U,40-44,2031,16,extrap
U,45-49,2031,13,extrap
U,50-54,2031,12,extrap
U,55-59,2031,11,extrap
U,60-64,2031,10,extrap
U,65-69,2031,9,extrap
U,70-74,2031,8,extrap
U,75-79,2031,6,extrap
U,>=80,2031,7,extrap
U,<5yr,2032,8,extrap
U,5-9,2032,8,extrap
U,10-14,2032,7,extrap
U,15-19,2032,7,extrap
U,20-24,2032,9,extrap
U,25-29,2032,15,extrap
U,30-34,2032,18,extrap
U,35-39,2032,18,extrap
U,40-44,2032,17,extrap
U,45-49,2032,14,extrap
U,50-54,2032,12,extrap
U,55-59,2032,11,extrap
U,60-64,2032,10,extrap
U,65-69,2032,10,extrap
U,70-74,2032,9,extrap
U,75-79,2032,7,extrap
U,>=80,2032,8,extrap
U,<5yr,2033,8,extrap
U,5-9,2033,8,extrap
U,10-14,2033,8,extrap
U,15-19,2033,8,extrap
U,20-24,2033,9,extrap
U,25-29,2033,14,extrap
U,30-34,2033,18,extrap
U,35-39,2033,19,extrap
U,40-44,2033,18,extrap
U,45-49,2033,15,extrap
U,50-54,2033,13,extrap
U,55-59,2033,12,extrap
U,60-64,2033,11,extrap
U,65-69,2033,10,extrap
U,70-74,2033,9,extrap
U,75-79,2033,8,extrap
U,>=80,2033,9,extrap
U,<5yr,2034,8,extrap
U,5-9,2034,9,extrap
U,10-14,2034,8,extrap
U,15-19,2034,8,extrap
U,20-24,2034,9,extrap
U,25-29,2034,13,extrap
U,30-34,2034,19,extrap
U,35-39,2034,20,extrap
U,40-44,2034,19,extrap
U,45-49,2034,16,extrap
U,50-54,2034,14,extrap
U,55-59,2034,12,extrap
U,60-64,2034,12,extrap
U,65-69,2034,10,extrap
U,70-74,2034,10,extrap
U,75-79,2034,8,extrap
U,>=80,2034,10,extrap
U,<5yr,2035,9,extrap
U,5-9,2035,9,extrap
U,10-14,2035,8,extrap
U,15-19,2035,8,extrap
U,20-24,2035,9,extrap
U,25-29,2035,13,extrap
U,30-34,2035,18,extrap
U,35-39,2035,21,extrap
U,40-44,2035,20,extrap
U,45-49,2035,18,extrap
U,50-54,2035,15,extrap
U,55-59,2035,13,extrap
U,60-64,2035,12,extrap
U,65-69,2035,11,extrap
U,70-74,2035,10,extrap
U,75-79,2035,9,extrap
U,>=80,2035,11,extrap
U,<5yr,2036,9,extrap
U,5-9,2036,9,extrap
U,10-14,2036,9,extrap
U,15-19,2036,9,extrap
U,20-24,2036,10,extrap
U,25-29,2036,12,extrap
U,30-34,2036,18,extrap
U,35-39,2036,21,extrap
U,40-44,2036,21,extrap
U,45-49,2036,19,extrap
U,50-54,2036,16,extrap
U,55-59,2036,14,extrap
U,60-64,2036,13,extrap
U,65-69,2036,11,extrap
U,70-74,2036,11,extrap
U,75-79,2036,9,extrap
U,>=80,2036,12,extrap
U,<5yr,2037,9,extrap
U,5-9,2037,10,extrap
U,10-14,2037,9,extrap
U,15-19,2037,9,extrap
U,20-24,2037,10,extrap
U,25-29,2037,12,extrap
U,30-34,2037,17,extrap
U,35-39,2037,22,extrap
U,40-44,2037,22,extrap
U,45-49,2037,20,extrap
U,50-54,2037,17,extrap
U,55-59,2037,15,extrap
U,60-64,2037,13,extrap
U,65-69,2037,12,extrap
U,70-74,2037,11,extrap
U,75-79,2037,10,extrap
U,>=80,2037,13,extrap
U,<5yr,2038,9,extrap
U,5-9,2038,10,extrap
U,10-14,2038,10,extrap
U,15-19,2038,9,extrap
U,20-24,2038,10,extrap
U,25-29,2038,11,extrap
U,30-34,2038,16,extrap
U,35-39,2038,22,extrap
U,40-44,2038,23,extrap
U,45-49,2038,22,extrap
U,50-54,2038,18,extrap
U,55-59,2038,16,extrap
U,60-64,2038,14,extrap
U,65-69,2038,13,extrap
U,70-74,2038,11,extrap
U,75-79,2038,10,extrap
U,>=80,2038,15,extrap
U,<5yr,2039,9,extrap
U,5-9,2039,10,extrap
U,10-14,2039,10,extrap
U,15-19,2039,10,extrap
U,20-24,2039,11,extrap
U,25-29,2039,11,extrap
U,30-34,2039,15,extrap
U,35-39,2039,22,extrap
U,40-44,2039,24,extrap
U,45-49,2039,23,extrap
U,50-54,2039,19,extrap
U,55-59,2039,17,extrap
U,60-64,2039,15,extrap
U,65-69,2039,13,extrap
U,70-74,2039,12,extrap
U,75-79,2039,11,extrap
U,>=80,2039,16,extrap
U,<5yr,2040,9,extrap
U,5-9,2040,10,extrap
U,10-14,2040,11,extrap
U,15-19,2040,10,extrap
U,20-24,2040,11,extrap
U,25-29,2040,12,extrap
U,30-34,2040,15,extrap
U,35-39,2040,22,extrap
U,40-44,2040,24,extrap
U,45-49,2040,24,extrap
U,50-54,2040,21,extrap
U,55-59,2040,18,extrap
U,60-64,2040,15,extrap
U,65-69,2040,14,extrap
U,70-74,2040,12,extrap
U,75-79,2040,11,extrap
U,>=80,2040,17,extrap
U,<5yr,2041,9,extrap
U,5-9,2041,10,extrap
U,10-14,2041,11,extrap
U,15-19,2041,11,extrap
U,20-24,2041,12,extrap
U,25-29,2041,12,extrap
U,30-34,2041,14,extrap
U,35-39,2041,21,extrap
U,40-44,2041,25,extrap
U,45-49,2041,25,extrap
U,50-54,2041,22,extrap
U,55-59,2041,18,extrap
U,60-64,2041,16,extrap
U,65-69,2041,15,extrap
U,70-74,2041,13,extrap
U,75-79,2041,11,extrap
U,>=80,2041,19,extrap
U,<5yr,2042,9,extrap
U,5-9,2042,11,extrap
U,10-14,2042,11,extrap
U,15-19,2042,11,extrap
U,20-24,2042,12,extrap
U,25-29,2042,13,extrap
U,30-34,2042,13,extrap
U,35-39,2042,20,extrap
U,40-44,2042,25,extrap
U,45-49,2042,26,extrap
U,50-54,2042,24,extrap
U,55-59,2042,19,extrap
U,60-64,2042,17,extrap
U,65-69,2042,15,extrap
U,70-74,2042,13,extrap
U,75-79,2042,12,extrap
U,>=80,2042,20,extrap
U,<5yr,2043,8,extrap
U,5-9,2043,10,extrap
U,10-14,2043,12,extrap
U,15-19,2043,12,extrap
U,20-24,2043,13,extrap
U,25-29,2043,13,extrap
U,30-34,2043,13,extrap
U,35-39,2043,19,extrap
U,40-44,2043,25,extrap
U,45-49,2043,27,extrap
U,50-54,2043,25,extrap
U,55-59,2043,21,extrap
U,60-64,2043,18,extrap
U,65-69,2043,16,extrap
U,70-74,2043,14,extrap
U,75-79,2043,12,extrap
U,>=80,2043,21,extrap
U,<5yr,2044,8,extrap
U,5-9,2044,10,extrap
U,10-14,2044,12,extrap
U,15-19,2044,12,extrap
U,20-24,2044,13,extrap
U,25-29,2044,13,extrap
U,30-34,2044,13,extrap
U,35-39,2044,18,extrap
U,40-44,2044,25,extrap
U,45-49,2044,27,extrap
U,50-54,2044,26,extrap
U,55-59,2044,22,extrap
U,60-64,2044,19,extrap
U,65-69,2044,17,extrap
U,70-74,2044,15,extrap
U,75-79,2044,13,extrap
U,>=80,2044,23,extrap
U,<5yr,2045,8,extrap
U,5-9,2045,10,extrap
U,10-14,2045,12,extrap
U,15-19,2045,13,extrap
U,20-24,2045,14,extrap
U,25-29,2045,14,extrap
U,30-34,2045,13,extrap
U,35-39,2045,16,extrap
U,40-44,2045,24,extrap
U,45-49,2045,28,extrap
U,50-54,2045,27,extrap
U,55-59,2045,24,extrap
U,60-64,2045,20,extrap
U,65-69,2045,17,extrap
U,70-74,2045,16,extrap
U,75-79,2045,13,extrap
U,>=80,2045,24,extrap
U,<5yr,2046,8,extrap
U,5-9,2046,10,extrap
U,10-14,2046,12,extrap
U,15-19,2046,13,extrap
U,20-24,2046,14,extrap
U,25-29,2046,14,extrap
U,30-34,2046,14,extrap
U,35-39,2046,16,extrap
U,40-44,2046,24,extrap
U,45-49,2046,28,extrap
U,50-54,2046,28,extrap
U,55-59,2046,25,extrap
U,60-64,2046,21,extrap
U,65-69,2046,18,extrap
U,70-74,2046,16,extrap
U,75-79,2046,14,extrap
U,>=80,2046,25,extrap
U,<5yr,2047,8,extrap
U,5-9,2047,10,extrap
U,10-14,2047,12,extrap
U,15-19,2047,13,extrap
U,20-24,2047,15,extrap
U,25-29,2047,14,extrap
U,30-34,2047,14,extrap
U,35-39,2047,15,extrap
U,40-44,2047,23,extrap
U,45-49,2047,29,extrap
U,50-54,2047,29,extrap
U,55-59,2047,27,extrap
U,60-64,2047,22,extrap
U,65-69,2047,19,extrap
U,70-74,2047,17,extrap
U,75-79,2047,14,extrap
U,>=80,2047,27,extrap
U,<5yr,2048,8,extrap
U,5-9,2048,10,extrap
U,10-14,2048,12,extrap
U,15-19,2048,14,extrap
U,20-24,2048,16,extrap
U,25-29,2048,15,extrap
U,30-34,2048,15,extrap
U,35-39,2048,14,extrap
U,40-44,2048,22,extrap
U,45-49,2048,29,extrap
U,50-54,2048,30,extrap
U,55-59,2048,29,extrap
U,60-64,2048,23,extrap
U,65-69,2048,20,extrap
U,70-74,2048,17,extrap
U,75-79,2048,15,extrap
U,>=80,2048,28,extrap
U,<5yr,2049,9,extrap
U,5-9,2049,10,extrap
U,10-14,2049,12,extrap
U,15-19,2049,14,extrap
U,20-24,2049,16,extrap
U,25-29,2049,16,extrap
U,30-34,2049,15,extrap
U,35-39,2049,14,extrap
U,40-44,2049,20,extrap
U,45-49,2049,29,extrap
U,50-54,2049,31,extrap
U,55-59,2049,30,extrap
U,60-64,2049,25,extrap
U,65-69,2049,21,extrap
U,70-74,2049,18,extrap
U,75-79,2049,16,extrap
U,>=80,2049,29,extrap
U,<5yr,2050,9,extrap
U,5-9,2050,10,extrap
U,10-14,2050,12,extrap
U,15-19,2050,14,extrap
U,20-24,2050,17,extrap
U,25-29,2050,16,extrap
U,30-34,2050,15,extrap
U,35-39,2050,15,extrap
U,40-44,2050,19,extrap
U,45-49,2050,28,extrap
U,50-54,2050,32,extrap
U,55-59,2050,31,extrap
U,60-64,2050,27,extrap
U,65-69,2050,22,extrap
U,70-74,2050,19,extrap
U,75-79,2050,16,extrap
U,>=80,2050,31,extrap
